Name,2021 Rank,2021 Count,2020 Rank,2020 Count,2019 Rank,2019 Count,2018 Rank,2018 Count,2017 Rank,2017 Count,2016 Rank,2016 Count,2015 Rank,2015 Count,2014 Rank,2014 Count,2013 Rank,2013 Count,2012 Rank,2012 Count,2011 Rank,2011 Count,2010 Rank,2010 Count,2009 Rank,2009 Count,2008 Rank,2008 Count,2007 Rank,2007 Count,2006 Rank,2006 Count,2005 Rank,2005 Count,2004 Rank,2004 Count,2003 Rank,2003 Count,2002 Rank,2002 Count,2001 Rank,2001 Count,2000 Rank,2000 Count,1999 Rank,1999 Count,1998 Rank,1998 Count,1997 Rank,1997 Count,1996 Rank,1996 Count
Taher,[x],[x],[x],[x],[x],[x],"4,749",3,[x],[x],"4,810",3,[x],[x],"3,362",5,[x],[x],"3,039",6,[x],[x],"2,199",9,"3,744",4,"4,432",3,"3,095",5,"2,538",6,"2,754",5,"3,009",4,"1,962",7,[x],[x],"1,467",9,"3,036",3,"1,664",7,"1,821",6,"1,454",8,[x],[x]
Tahir,"2,301",9,"2,682",7,"2,266",9,"2,445",8,"2,512",8,"2,175",10,"1,586",15,"1,935",11,"2,055",10,"1,756",13,"2,613",7,"1,620",14,"1,265",19,"1,242",19,"1,079",22,"1,168",18,982,22,"1,160",16,912,21,"1,322",11,983,16,"1,167",12,840,19,780,20,"1,010",14,"1,040",13
Tahirul,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,587",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Tahiyan,[x],[x],[x],[x],"3,937",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Tahj,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,501",4,"2,425",4,"2,901",3,[x],[x],[x],[x]
Tahlil,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,901",3,[x],[x],[x],[x]
Tahmeed,"3,990",4,[x],[x],"3,937",4,"3,412",5,"3,040",6,[x],[x],"3,004",6,"4,632",3,"3,822",4,"3,987",4,"3,830",4,"2,036",10,[x],[x],"4,432",3,"3,589",4,"2,870",5,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Tahmid,"4,789",3,"4,608",3,"2,104",10,"2,112",10,"2,172",10,"4,023",4,"1,786",13,"2,459",8,"1,706",13,"1,589",15,"1,909",11,"1,144",23,"1,302",18,"1,206",20,"1,306",17,"1,168",18,"1,014",21,841,25,833,24,848,21,814,21,953,16,869,18,813,19,600,28,853,17
Tahmid-Ur,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,901",3,[x],[x],[x],[x]
Tahmidul,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,685",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,651",3,[x],[x],"2,636",4,[x],[x],[x],[x],[x],[x],[x],[x],"2,859",3,"2,863",3
Tahmidur,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,651",3,[x],[x],[x],[x],[x],[x],[x],[x],"2,425",4,"1,821",6,[x],[x],"2,357",4
Tahmoor,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,859",3,[x],[x]
Tahseen,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,632",3,"2,954",6,"4,805",3,"3,300",5,[x],[x],"3,227",5,"4,432",3,[x],[x],"2,870",5,"2,174",7,"3,651",3,[x],[x],[x],[x],[x],[x],"3,036",3,[x],[x],[x],[x],[x],[x],[x],[x]
Tahsin,"3,017",6,[x],[x],"2,728",7,[x],[x],[x],[x],"3,478",5,"2,707",7,"3,362",5,"3,315",5,"3,039",6,"2,613",7,"2,400",8,"3,744",4,"2,507",7,"4,333",3,"1,892",9,"2,174",7,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,943",3,[x],[x],[x],[x],[x],[x]
Tai,"2,301",9,"2,076",10,"1,369",18,"1,875",12,"1,546",16,"1,363",19,"1,236",21,"1,061",26,"1,462",16,"1,152",23,907,32,699,44,884,31,775,37,952,26,733,35,705,36,667,36,558,41,534,39,686,26,554,34,750,22,924,16,914,16,"1,235",10
Taiden,[x],[x],"4,608",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,300",5,[x],[x],"4,527",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Taidgh,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,425",4,[x],[x],[x],[x],[x],[x]
Taif,"3,451",5,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Taig,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,225",3,"3,134",3,[x],[x],[x],[x],"2,419",4,[x],[x],[x],[x]
Taiga,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,023",4,"4,747",3,[x],[x],"3,822",4,[x],[x],[x],[x],"3,865",4,[x],[x],[x],[x],[x],[x],[x],[x],"3,849",3,[x],[x],[x],[x],[x],[x],[x],[x],"3,036",3,[x],[x],[x],[x],[x],[x],[x],[x]
Taigan,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,747",3,[x],[x],[x],[x],[x],[x],"4,647",3,[x],[x],"4,527",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Taigh,"4,789",3,[x],[x],"3,937",4,"3,959",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,943",3,[x],[x],[x],[x],[x],[x]
Taika,"3,990",4,"2,404",8,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Taiki,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,333",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,943",3,[x],[x],[x],[x],[x],[x]
Tailor,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,678",3,"2,837",6,"4,432",3,[x],[x],[x],[x],[x],[x],[x],[x],"2,857",4,"2,636",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Taim,"1,448",17,"1,825",12,"1,587",15,"1,324",19,"1,210",22,"1,704",14,"1,786",13,"4,632",3,"2,660",7,[x],[x],"3,830",4,"4,678",3,"4,527",3,"4,432",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Taimoor,"1,516",16,"2,076",10,"1,655",14,"2,259",9,"4,812",3,[x],[x],"4,747",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,849",3,"2,578",5,[x],[x],[x],[x],"2,587",4,[x],[x],[x],[x],"1,821",6,[x],[x],"2,863",3
Taimur,"1,595",15,"1,548",15,"2,266",9,"4,749",3,"1,923",12,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,647",3,[x],[x],[x],[x],"4,432",3,[x],[x],[x],[x],"3,849",3,[x],[x],[x],[x],[x],[x],"2,220",5,[x],[x],[x],[x],[x],[x],"2,859",3,[x],[x]
Tain,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,036",3,[x],[x],[x],[x],[x],[x],[x],[x]
Taine,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,632",3,[x],[x],"3,416",5,"3,830",4,[x],[x],"3,744",4,"2,507",7,"2,435",7,"2,538",6,"2,754",5,"2,070",7,"1,248",13,"1,799",7,"1,949",6,"1,096",13,973,15,"1,642",7,[x],[x],[x],[x]
Taio,"1,250",21,"2,682",7,"2,104",10,"1,533",16,"1,627",15,"2,175",10,"1,786",13,"1,370",18,"1,462",16,977,29,"1,447",16,832,35,944,28,"1,156",21,"2,023",9,[x],[x],[x],[x],"3,009",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Taion,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,865",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Taironas,[x],[x],[x],[x],[x],[x],[x],[x],"4,812",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Taison,"4,789",3,[x],[x],[x],[x],[x],[x],[x],[x],"4,810",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Tait,[x],[x],"3,848",4,[x],[x],"3,412",5,"2,734",7,"4,023",4,"3,373",5,"2,248",9,"2,954",6,"2,270",9,"2,039",10,"2,199",9,"2,126",9,"2,775",6,"3,589",4,[x],[x],"2,754",5,"1,732",9,[x],[x],"2,636",4,"3,134",3,"3,036",3,[x],[x],[x],[x],"2,859",3,"2,020",5
Taite,"4,789",3,[x],[x],"3,411",5,"4,749",3,"4,812",3,"3,478",5,[x],[x],"4,632",3,"2,954",6,"4,805",3,"2,892",6,"3,865",4,"2,837",6,"3,687",4,"4,333",3,"2,870",5,"2,754",5,"1,498",11,[x],[x],"3,225",3,[x],[x],"2,501",4,[x],[x],"2,419",4,[x],[x],[x],[x]
Taiwo,[x],[x],[x],[x],[x],[x],[x],[x],"3,996",4,"4,810",3,"2,707",7,"3,362",5,"2,055",10,"3,416",5,"2,613",7,"3,332",5,"3,227",5,"2,775",6,"2,741",6,"2,870",5,"3,849",3,"2,070",7,"3,467",3,[x],[x],"1,595",8,"1,552",8,"1,664",7,"1,642",7,"2,022",5,"1,458",8
Taiyab,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,849",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Taiyo,[x],[x],[x],[x],[x],[x],"3,959",4,"4,812",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,095",5,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Taiyon,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,892",6,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Taj,[x],[x],"2,960",6,"3,937",4,"4,749",3,[x],[x],[x],[x],[x],[x],[x],[x],"2,216",9,"3,039",6,[x],[x],"3,332",5,[x],[x],"4,432",3,[x],[x],"2,538",6,"2,754",5,"1,732",9,"2,189",6,[x],[x],[x],[x],"3,036",3,"1,850",6,"1,821",6,[x],[x],"2,357",4
Tajaun,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,527",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Tajay,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,678",3,"4,527",3,"4,432",3,[x],[x],[x],[x],"3,849",3,"3,651",3,"3,467",3,"3,225",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Tajinder,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,651",3,[x],[x],"2,254",5,[x],[x],[x],[x],"2,425",4,"2,419",4,"2,859",3,"2,357",4
Tajus,"2,125",10,"1,548",15,"1,316",19,"1,235",21,"1,398",18,"1,187",23,"1,121",24,"1,223",21,"1,404",17,"1,507",16,"1,447",16,"1,620",14,"2,544",7,"3,158",5,"4,333",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Tajveer,"3,451",5,[x],[x],"3,411",5,[x],[x],[x],[x],"4,810",3,"4,747",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Tajvir,"4,789",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Tajwar,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,810",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,578",5,[x],[x],[x],[x],"3,134",3,"3,036",3,[x],[x],[x],[x],[x],[x],[x],[x]
Takoda,[x],[x],[x],[x],[x],[x],[x],[x],"3,996",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Takondwa,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,385",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Taksh,"2,493",8,"2,228",9,"2,266",9,"3,959",4,"3,040",6,"3,478",5,[x],[x],"2,964",6,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Takudzwa,[x],[x],[x],[x],"3,937",4,"3,959",4,"4,812",3,"3,478",5,"4,747",3,[x],[x],"3,822",4,[x],[x],"2,613",7,"2,941",6,"2,544",7,"2,775",6,"3,095",5,"1,892",9,"2,754",5,"1,498",11,"3,467",3,"1,519",9,"2,220",5,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Takudzwanashe,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,805",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,467",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Takuma,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,647",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,651",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Takumi,[x],[x],"4,608",3,[x],[x],[x],[x],"3,996",4,[x],[x],"4,747",3,[x],[x],[x],[x],[x],[x],"4,647",3,[x],[x],[x],[x],[x],[x],"4,333",3,[x],[x],"2,754",5,[x],[x],"3,467",3,"2,254",5,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,863",3
Takunda,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,908",4,[x],[x],"3,822",4,"4,805",3,[x],[x],"3,865",4,"4,527",3,"2,276",8,"2,211",8,"2,282",7,"2,174",7,"2,578",5,"2,470",5,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Tal,[x],[x],[x],[x],[x],[x],"4,749",3,[x],[x],[x],[x],[x],[x],[x],[x],"4,685",3,[x],[x],"4,647",3,"2,629",7,"4,527",3,[x],[x],"3,095",5,[x],[x],"2,418",6,"3,651",3,"2,857",4,"2,636",4,"2,587",4,"2,142",5,"2,943",3,"2,419",4,[x],[x],"2,357",4
Talaha,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,052",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Talal,[x],[x],"2,076",10,"3,937",4,"3,412",5,"2,512",8,"3,079",6,"4,747",3,"3,362",5,"2,216",9,"3,416",5,"1,600",14,"2,199",9,"1,749",12,"3,158",5,"1,506",14,"2,282",7,[x],[x],"2,304",6,"1,962",7,"2,254",5,"1,949",6,"3,036",3,[x],[x],"1,642",7,"2,337",4,"1,591",7
Talan,[x],[x],[x],[x],[x],[x],[x],[x],"3,449",5,"4,810",3,"4,747",3,"3,895",4,[x],[x],[x],[x],"3,830",4,"3,332",5,"2,544",7,"1,596",13,"1,125",21,"2,538",6,"2,754",5,[x],[x],[x],[x],"3,225",3,"1,949",6,[x],[x],[x],[x],[x],[x],"2,337",4,[x],[x]
Talat,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,901",3,[x],[x],[x],[x]
Taleb,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,632",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Talen,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,810",3,[x],[x],[x],[x],"4,685",3,[x],[x],"4,647",3,[x],[x],"3,744",4,"3,687",4,"4,333",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,134",3,[x],[x],[x],[x],[x],[x],[x],[x],"2,863",3
Talha,659,55,656,52,655,53,619,58,684,51,790,41,586,63,670,50,596,58,592,59,671,48,543,63,544,62,684,43,711,39,543,54,544,49,510,51,642,34,633,31,617,30,691,26,621,28,738,22,914,16,704,22
Talhaa,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,647",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Talhah,[x],[x],[x],[x],"4,702",3,"3,412",5,"3,040",6,"3,478",5,"3,908",4,"2,248",9,"3,822",4,"2,721",7,"4,647",3,"1,801",12,"1,568",14,"1,511",14,"1,578",13,"1,469",13,982,22,"1,498",11,976,19,993,17,"1,286",11,"1,330",10,"1,281",10,"1,367",9,"1,454",8,"1,458",8
Talib,[x],[x],"3,334",5,[x],[x],[x],[x],[x],[x],"4,810",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,744",4,"3,687",4,"3,095",5,"3,385",4,[x],[x],"2,070",7,"2,189",6,"3,225",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Taliesin,"1,860",12,"1,635",14,"1,745",13,"1,455",17,"2,512",8,"2,027",11,"2,150",10,"1,560",15,"2,055",10,"2,270",9,"1,600",14,"1,483",16,"1,425",16,"1,457",15,"1,361",16,"1,545",12,"1,716",10,"2,070",7,"1,771",8,"1,519",9,"1,467",9,"1,330",10,"1,383",9,"2,074",5,"1,454",8,"1,458",8
Talin,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,632",3,[x],[x],[x],[x],[x],[x],"3,865",4,[x],[x],"3,158",5,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Talis,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,895",4,[x],[x],[x],[x],[x],[x],"4,678",3,[x],[x],[x],[x],[x],[x],[x],[x],"3,849",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Tallan,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,333",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Tallen,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,036",3,[x],[x],[x],[x],[x],[x],[x],[x]
Tallis,"3,990",4,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,865",4,"4,527",3,"4,432",3,"4,333",3,[x],[x],[x],[x],[x],[x],[x],[x],"3,225",3,"3,134",3,[x],[x],[x],[x],"2,074",5,[x],[x],[x],[x]
Tallon,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,810",3,[x],[x],[x],[x],[x],[x],[x],[x],"4,647",3,[x],[x],[x],[x],[x],[x],[x],[x],"3,385",4,"3,208",4,"3,009",4,[x],[x],"3,225",3,[x],[x],"3,036",3,"2,943",3,[x],[x],"2,859",3,"2,020",5
Talon,"4,789",3,"3,848",4,[x],[x],"3,959",4,[x],[x],"3,079",6,"3,908",4,"4,632",3,"3,315",5,"2,117",10,"2,892",6,"3,865",4,[x],[x],"1,828",11,[x],[x],"4,052",3,"3,849",3,"2,578",5,"2,189",6,"2,005",6,"2,587",4,[x],[x],"2,425",4,[x],[x],[x],[x],[x],[x]
Talvin,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,895",4,[x],[x],[x],[x],[x],[x],"4,678",3,[x],[x],[x],[x],"3,095",5,"1,892",9,"3,849",3,"2,578",5,"2,189",6,"1,651",8,"3,134",3,"1,889",6,"2,097",5,"2,419",4,"2,859",3,[x],[x]
Talvinder,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,220",5,"3,036",3,"2,943",3,[x],[x],[x],[x],"2,863",3
Talyn,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,744",4,"4,432",3,[x],[x],[x],[x],[x],[x],[x],[x],"2,857",4,"2,254",5,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Tam,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"4,810",3,[x],[x],"4,632",3,[x],[x],"4,805",3,[x],[x],"4,678",3,[x],[x],"4,432",3,[x],[x],[x],[x],[x],[x],"3,651",3,"2,189",6,"3,225",3,"2,587",4,[x],[x],"2,943",3,[x],[x],"2,859",3,"2,863",3
Taman,[x],[x],"3,334",5,"4,702",3,"4,749",3,"3,996",4,[x],[x],[x],[x],"3,895",4,[x],[x],"4,805",3,[x],[x],"4,678",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x]
Tamar,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"3,651",3,"3,467",3,[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],[x],"2,863",3
